Supplementary Table 5.  Genes annotated with “behavior” underneath each QTL (see “Candidate Gene Nomination” in Supplementary File 1).  ,,,,,,,,,,,,,,,
Gene Symbol,Chromosome,Gene Name,MGI ID,Start bp (GRCm39),End bp (GRCm39),Number of missense variants,Number of splice region variants,Number of inframe deletions,Number of inframe insertions,Number of nonsense mutations,Number of conserved element changes,Expressed in amygdala,Expressed in hippocampus,Expressed in prefrontal cortex,Interesting
Irs2,8,insulin receptor substrate 2,MGI:109334,11034681,11058458,0,0,0,0,0,2,NO,YES,YES,YES
Irx3,8,Iroquois related homeobox 3,MGI:1197522,92525139,92528282,0,0,0,0,0,0,YES,YES,NO,NO
Ist1,8,increased sodium tolerance 1 homolog (yeast),MGI:1919205,110397957,110419892,0,0,0,0,0,0,NO,YES,YES,NO
Jak3,8,Janus kinase 3,MGI:99928,72129027,72143221,0,0,0,0,0,0,NO,YES,YES,NO
Jund,8,jun D proto-oncogene,MGI:96648,71151599,71153265,0,0,0,0,0,0,NO,YES,YES,NO
Kars,8,lysyl-tRNA synthetase,MGI:1934754,112720075,112737955,0,0,0,0,0,0,NO,YES,YES,NO
Kat6a,8,K(lysine) acetyltransferase 6A,MGI:2442415,23349551,23433275,0,0,0,0,0,1,NO,YES,YES,YES
Kbtbd11,8,kelch repeat and BTB (POZ) domain containing 11,MGI:1922151,15061025,15083333,0,0,0,0,0,1,NO,YES,YES,YES
Kctd19,8,potassium channel tetramerisation domain containing 19,MGI:3045294,106109439,106140134,0,0,0,0,0,0,NO,NO,NO,NO
Klkb1,8,"kallikrein B, plasma 1",MGI:102849,45719725,45747872,2,0,0,0,0,2,NO,NO,NO,NO
Large1,8,LARGE xylosyl- and glucuronyltransferase 1,MGI:1342270,73541227,74080168,0,0,0,0,0,8,NO,YES,YES,YES
Leprotl1,8,leptin receptor overlapping transcript-like 1,MGI:1915442,34602726,34613893,0,0,0,0,0,1,NO,YES,YES,YES
Lpcat2,8,lysophosphatidylcholine acyltransferase 2,MGI:3606214,93581967,93645907,0,0,0,0,0,8,NO,YES,YES,YES
Lsm1,8,"LSM1 homolog, mRNA degradation associated",MGI:1914457,26275326,26294003,0,0,0,0,0,0,NO,YES,YES,NO
Lzts1,8,"leucine zipper, putative tumor suppressor 1",MGI:2684762,69585321,69636877,1,0,0,0,0,4,NO,YES,YES,YES
Maf,8,avian musculoaponeurotic fibrosarcoma oncogene homolog,MGI:96909,116429992,116433633,0,0,0,0,0,0,NO,YES,YES,NO
Mak16,8,MAK16 homolog,MGI:1915170,31649496,31658752,0,0,0,0,0,0,NO,YES,YES,NO
Man2b1,8,"mannosidase 2, alpha B1",MGI:107286,85809899,85824911,0,0,0,0,0,0,YES,YES,YES,NO
Map1s,8,microtubule-associated protein 1S,MGI:2443304,71358618,71370173,0,0,0,0,0,0,NO,YES,YES,NO
Mast3,8,microtubule associated serine/threonine kinase 3,MGI:2683541,71230761,71257692,3,0,0,0,0,2,NO,YES,YES,YES
Mau2,8,MAU2 sister chromatid cohesion factor,MGI:1921799,70468773,70495384,0,0,0,0,0,0,NO,YES,YES,NO
Mboat4,8,membrane bound O-acyltransferase domain containing 4,MGI:2685017,34582184,34592336,0,0,0,0,0,0,NO,YES,YES,NO
Mcph1,8,"microcephaly, primary autosomal recessive 1",MGI:2443308,18645147,18853205,4,1,0,0,0,27,NO,YES,YES,YES
Mmaa,8,methylmalonic aciduria (cobalamin deficiency) type A,MGI:1923805,79990227,80021566,0,0,0,0,0,0,NO,YES,YES,NO
Mmp2,8,matrix metallopeptidase 2,MGI:97009,93553920,93580049,0,0,0,0,0,3,NO,YES,YES,YES
Mt3,8,metallothionein 3,MGI:97173,94879235,94880774,0,0,0,0,0,0,NO,YES,YES,NO
Nacc1,8,"nucleus accumbens associated 1, BEN and BTB (POZ) domain containing",MGI:1914080,85397106,85414528,0,0,0,0,0,0,NO,YES,YES,NO
Nae1,8,NEDD8 activating enzyme E1 subunit 1,MGI:2384561,105237660,105261269,0,0,0,0,0,2,YES,YES,YES,YES
Ncan,8,neurocan,MGI:104694,70545735,70573494,1,0,0,0,0,2,YES,YES,YES,YES
Ndrg4,8,N-myc downstream regulated gene 4,MGI:2384590,96403602,96441584,0,0,0,0,0,1,YES,YES,YES,YES
Nek1,8,NIMA (never in mitosis gene a)-related expressed kinase 1,MGI:97303,61446229,61584380,0,0,0,0,0,0,NO,YES,YES,NO
Neto2,8,neuropilin (NRP) and tolloid (TLL)-like 2,MGI:1921763,86363217,86427553,0,0,0,0,0,2,YES,YES,YES,YES
Nfatc3,8,"nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3",MGI:103296,106785472,106857169,0,0,0,0,0,1,NO,YES,YES,YES
Nfix,8,nuclear factor I/X,MGI:97311,85431341,85527086,0,0,0,0,0,4,YES,YES,YES,YES
Nod2,8,nucleotide-binding oligomerization domain containing 2,MGI:2429397,89373943,89415102,0,0,0,0,0,0,NO,NO,YES,NO
Npy1r,8,neuropeptide Y receptor Y1,MGI:104963,67149844,67159444,0,0,0,0,0,0,NO,YES,YES,NO
Npy5r,8,neuropeptide Y receptor Y5,MGI:108082,67132617,67140746,0,0,0,0,0,0,YES,YES,YES,NO
Nr2f6,8,"nuclear receptor subfamily 2, group F, member 6",MGI:1352453,71826767,71834604,0,0,0,0,0,0,YES,YES,YES,NO
Nr3c2,8,"nuclear receptor subfamily 3, group C, member 2",MGI:99459,77626070,77971641,0,0,0,0,0,51,NO,YES,YES,YES
Nrg1,8,neuregulin 1,MGI:96083,32299493,33381858,0,0,0,0,0,3,NO,YES,NO,YES
Nsd3,8,nuclear receptor binding SET domain protein 3,MGI:2142581,26091617,26209694,0,0,2,2,0,4,NO,YES,YES,YES
Orc6,8,"origin recognition complex, subunit 6",MGI:1929285,86026261,86034907,0,0,0,0,0,0,NO,YES,YES,NO
Palm3,8,paralemmin 3,MGI:1921587,84748100,84756924,1,0,0,0,0,0,NO,YES,YES,YES
Pcm1,8,pericentriolar material 1,MGI:1277958,41692789,41785381,0,0,0,0,0,0,NO,YES,YES,NO
Pde4c,8,"phosphodiesterase 4C, cAMP specific",MGI:99556,71176485,71203835,0,0,0,0,0,1,NO,YES,YES,YES
Pdpr,8,pyruvate dehydrogenase phosphatase regulatory subunit,MGI:2442188,111821262,111863706,3,0,0,0,0,3,NO,YES,YES,YES
Phlpp2,8,PH domain and leucine rich repeat protein phosphatase 2,MGI:2444928,110595174,110671303,1,2,0,0,0,14,NO,YES,YES,YES
Pkd1l3,8,polycystic kidney disease 1 like 3,MGI:2664670,110340828,110399305,0,0,0,0,0,0,NO,YES,YES,NO
Plat,8,"plasminogen activator, tissue",MGI:97610,23247743,23272860,0,0,0,0,0,0,NO,YES,YES,NO
Polb,8,"polymerase (DNA directed), beta",MGI:97740,23118142,23143451,0,0,0,0,0,0,NO,YES,YES,NO
Pomk,8,protein-O-mannose kinase,MGI:1921903,26470632,26484149,0,0,0,0,0,0,NO,YES,YES,NO
Pou4f2,8,"POU domain, class 4, transcription factor 2",MGI:102524,79159639,79163274,0,0,0,0,0,0,NO,NO,NO,NO
Ppp1r3b,8,"protein phosphatase 1, regulatory subunit 3B",MGI:2177268,35842893,35855293,0,0,0,0,0,0,NO,YES,NO,NO
Prag1,8,PEAK1 related kinase activating pseudokinase 1,MGI:1196223,36561982,36614941,1,0,0,0,0,6,NO,YES,YES,YES
Primpol,8,primase and polymerase (DNA-directed),MGI:3603756,47028629,47070247,0,0,0,0,0,0,NO,YES,YES,NO
Prkaca,8,"protein kinase, cAMP dependent, catalytic, alpha",MGI:97592,84699622,84723072,0,0,0,0,0,0,YES,YES,YES,NO
Prmt9,8,protein arginine methyltransferase 9,MGI:2142651,78276026,78307967,0,1,0,0,0,5,NO,YES,YES,YES
Prss54,8,"protease, serine 54",MGI:1918243,96285694,96302965,0,0,0,0,0,0,NO,YES,YES,NO
Psd3,8,pleckstrin and Sec7 domain containing 3,MGI:1918215,68141734,68664679,0,0,0,0,0,2,NO,YES,YES,YES
Ptger1,8,prostaglandin E receptor 1 (subtype EP1),MGI:97793,84393307,84399382,0,0,0,0,0,0,NO,YES,YES,NO
Rab3a,8,"RAB3A, member RAS oncogene family",MGI:97843,71207328,71211323,0,0,0,0,0,0,NO,YES,YES,NO
Rab8a,8,"RAB8A, member RAS oncogene family",MGI:96960,72915044,72935210,0,0,0,0,0,1,NO,YES,YES,YES
Rasa3,8,RAS p21 protein activator 3,MGI:1197013,13617218,13727590,0,2,0,0,0,1,NO,YES,YES,YES
Rasd2,8,"RASD family, member 2",MGI:1922391,75940572,75950741,0,0,0,0,0,0,NO,YES,YES,NO
Rbpms,8,RNA binding protein gene with multiple splicing,MGI:1334446,34272671,34419891,0,0,0,0,0,11,NO,YES,YES,YES
Rfxank,8,regulatory factor X-associated ankyrin-containing protein,MGI:1333865,70583444,70591804,0,0,0,0,0,1,YES,YES,YES,YES
Rln3,8,relaxin 3,MGI:2158015,84769696,84771608,0,0,0,0,0,1,NO,YES,NO,YES
Rnf170,8,ring finger protein 170,MGI:1924983,26609396,26633903,0,0,0,0,0,0,NO,YES,YES,NO
Sall1,8,spalt like transcription factor 1,MGI:1889585,89753867,89770790,0,0,0,0,0,1,NO,YES,YES,YES
Sf3b3,8,"splicing factor 3b, subunit 3",MGI:1289341,111537123,111573578,0,1,0,0,0,7,NO,YES,YES,YES
Sh3rf1,8,SH3 domain containing ring finger 1,MGI:1913066,61676906,61849105,1,0,0,0,0,2,NO,YES,YES,YES
Slc18a1,8,"solute carrier family 18 (vesicular monoamine), member 1",MGI:106684,69490363,69541887,0,1,0,0,0,2,NO,NO,NO,NO
Slc20a2,8,"solute carrier family 20, member 2",MGI:97851,22966804,23059628,0,0,0,0,0,1,NO,YES,YES,YES
Slc25a15,8,"solute carrier family 25 (mitochondrial carrier ornithine transporter), member 15",MGI:1342274,22865567,22888613,0,0,0,0,0,0,NO,YES,YES,NO
Slc25a42,8,"solute carrier family 25, member 42",MGI:1920345,70636990,70664931,0,0,0,0,0,1,NO,YES,YES,YES
Slc5a5,8,"solute carrier family 5 (sodium iodide symporter), member 5",MGI:2149330,71335533,71345401,0,0,0,0,0,0,NO,YES,YES,NO
Slc6a2,8,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2",MGI:1270850,93687100,93728295,0,0,0,0,0,0,NO,YES,NO,NO
Slc9a5,8,"solute carrier family 9 (sodium/hydrogen exchanger), member 5",MGI:2685542,106075475,106096513,0,0,0,0,0,0,NO,YES,YES,NO
Snx25,8,sorting nexin 25,MGI:2142610,46486298,46605196,0,0,0,0,0,0,NO,YES,YES,NO
Sorbs2,8,sorbin and SH3 domain containing 2,MGI:1924574,45960825,46280943,1,0,0,0,0,15,NO,YES,YES,YES
Sox1,8,SRY (sex determining region Y)-box 1,MGI:98357,12445519,12449555,0,0,0,0,0,0,YES,YES,YES,NO
Spag11a,8,sperm associated antigen 11A,MGI:1925378,19207902,19209594,0,0,0,0,0,0,NO,NO,NO,NO
Spock3,8,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan 3",MGI:1920152,63404043,63810137,0,0,0,0,0,0,YES,YES,YES,NO
Sugp1,8,SURP and G patch domain containing 1,MGI:1917866,70495463,70524997,0,0,0,0,0,0,NO,YES,YES,NO
Syce2,8,synaptonemal complex central element protein 2,MGI:1919096,85598740,85614075,1,0,0,0,0,2,NO,YES,YES,YES
Tat,8,tyrosine aminotransferase,MGI:98487,110717069,110726435,0,0,0,0,0,1,NO,YES,NO,YES
Tdrp,8,testis development related protein,MGI:1919398,14002008,14025032,0,0,0,0,0,0,NO,YES,YES,NO
Tenm3,8,teneurin transmembrane protein 3,MGI:1345183,48680717,49296986,0,0,0,0,0,49,YES,YES,YES,YES
Tex29,8,testis expressed 29,MGI:1922778,11890488,11905761,0,0,0,0,0,1,NO,NO,NO,NO
Thap1,8,"THAP domain containing, apoptosis associated protein 1",MGI:1921004,26648197,26654179,0,0,0,0,0,0,NO,YES,YES,NO
Tk2,8,"thymidine kinase 2, mitochondrial",MGI:1913266,104953317,104975190,0,0,0,0,0,0,NO,YES,YES,NO
Tlr3,8,toll-like receptor 3,MGI:2156367,45848702,45864112,0,0,0,0,0,1,NO,YES,YES,YES
Tm2d2,8,TM2 domain containing 2,MGI:1916992,25507227,25513276,0,0,0,0,0,0,NO,YES,YES,NO
Tmco3,8,transmembrane and coiled-coil domains 3,MGI:2444946,13338190,13372924,0,0,0,0,0,0,NO,YES,YES,NO
Tmed6,8,transmembrane p24 trafficking protein 6,MGI:1913519,107788116,107792276,0,0,0,0,0,4,NO,YES,YES,YES
Tmem255b,8,transmembrane protein 255B,MGI:2685533,13485189,13518473,0,0,0,0,0,0,NO,YES,YES,NO
Tnks,8,"tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase",MGI:1341087,35296333,35432844,0,0,0,0,0,1,NO,YES,YES,YES
Tox3,8,TOX high mobility group box family member 3,MGI:3039593,90973668,91074971,0,0,0,0,0,9,NO,YES,YES,YES
Trim61,8,tripartite motif-containing 61,MGI:2387432,65465639,65471175,0,0,0,0,0,0,NO,NO,NO,NO
Tti2,8,TELO2 interacting protein 2,MGI:2384576,31640344,31654731,0,0,0,0,0,0,NO,YES,YES,NO
Unc13a,8,unc-13 homolog A,MGI:3051532,72079356,72124418,0,0,0,0,0,0,NO,YES,YES,NO
Unc5d,8,unc-5 netrin receptor D,MGI:2389364,29136745,29709664,0,0,0,0,0,35,NO,YES,YES,YES
Upf3a,8,UPF3 regulator of nonsense transcripts homolog A (yeast),MGI:1914281,13835615,13849193,0,0,0,0,0,0,NO,YES,YES,NO
Use1,8,unconventional SNARE in the ER 1 homolog (S. cerevisiae),MGI:1914273,71819492,71822376,0,0,0,0,0,0,NO,YES,YES,NO
Utp4,8,UTP4 small subunit processome component,MGI:1096573,107620268,107649720,0,0,0,0,0,0,NO,YES,YES,NO
Vac14,8,Vac14 homolog (S. cerevisiae),MGI:2157980,111345217,111447030,1,0,0,0,0,4,NO,YES,YES,YES
Vat1l,8,vesicle amine transport protein 1 like,MGI:2142534,114932352,115100811,0,0,0,0,0,4,YES,YES,YES,YES
Vdac3,8,voltage-dependent anion channel 3,MGI:106922,23067091,23083829,0,0,0,0,0,0,NO,YES,YES,NO
Vps35,8,VPS35 retromer complex component,MGI:1890467,85987014,86026146,0,0,0,0,0,0,NO,YES,YES,NO
Vps4a,8,vacuolar protein sorting 4A,MGI:1890520,107757901,107772392,0,1,0,0,0,4,NO,YES,YES,YES
Zfhx3,8,zinc finger homeobox 3,MGI:99948,109005975,109688268,0,0,0,0,0,12,NO,YES,YES,YES
Zfp423,8,zinc finger protein 423,MGI:1891217,88388438,88686223,0,0,0,0,0,10,YES,YES,YES,YES
Zfp612,8,zinc finger protein 612,MGI:2443465,110806378,110819373,0,0,0,0,0,0,NO,YES,YES,NO
Acad11,9,"acyl-Coenzyme A dehydrogenase family, member 11",MGI:2143169,103940923,104004855,1,0,0,0,0,1,YES,YES,YES,YES
Acpp,9,"acid phosphatase, prostate",MGI:1928480,104165439,104214921,0,0,0,0,0,3,NO,NO,NO,NO
Acy1,9,aminoacylase 1,MGI:87913,106310180,106315518,1,1,0,0,0,3,NO,YES,YES,YES
Adamts7,9,"a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 7",MGI:1347346,90041420,90082155,1,0,0,0,0,1,NO,YES,NO,YES
Apeh,9,acylpeptide hydrolase,MGI:88041,107962612,107971736,0,0,0,0,0,0,NO,YES,YES,NO
Aqp9,9,aquaporin 9,MGI:1891066,71017941,71075170,0,0,0,0,0,0,NO,YES,YES,NO
Aste1,9,asteroid homolog 1,MGI:1913845,105272533,105285497,0,0,0,0,0,0,NO,YES,YES,NO
Atp1b3,9,"ATPase, Na+/K+ transporting, beta 3 polypeptide",MGI:107788,96214708,96246484,0,0,0,0,0,0,YES,YES,YES,NO
Atr,9,ataxia telangiectasia and Rad3 related,MGI:108028,95739650,95833834,0,0,0,0,0,0,YES,YES,YES,NO
BC048562,9,cDNA sequence BC048562,MGI:3618861,108313681,108323282,0,0,0,0,0,1,NO,NO,NO,NO
Bnip2,9,BCL2/adenovirus E1B interacting protein 2,MGI:109327,69896748,69915599,0,0,0,0,0,1,NO,YES,YES,YES
Bsn,9,bassoon,MGI:1277955,107973221,108067583,0,0,0,0,0,1,YES,YES,YES,YES
Cacna2d2,9,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",MGI:1929813,107276948,107406545,0,0,0,0,0,13,YES,YES,YES,YES
Camkv,9,CaM kinase-like vesicle-associated,MGI:2384296,107812878,107826890,0,0,0,0,0,0,NO,YES,YES,NO
Celsr3,9,"cadherin, EGF LAG seven-pass G-type receptor 3",MGI:1858236,108703519,108730168,1,0,0,0,0,1,YES,YES,YES,YES
Cep63,9,centrosomal protein 63,MGI:2158560,102463777,102503767,0,0,0,0,0,0,NO,YES,YES,NO
Cgas,9,cyclic GMP-AMP synthase,MGI:2442261,78337808,78350519,0,0,0,0,0,3,NO,YES,YES,YES
Cgnl1,9,cingulin-like 1,MGI:1915428,71533791,71678884,0,0,0,0,0,8,NO,YES,YES,YES
Chst2,9,carbohydrate sulfotransferase 2,MGI:1891160,95282979,95289323,0,0,0,0,0,0,YES,YES,YES,NO
Clstn2,9,calsyntenin 2,MGI:1929897,97326448,97915234,0,1,0,0,0,52,NO,YES,YES,YES
Cmtm6,9,CKLF-like MARVEL transmembrane domain containing 6,MGI:2447165,114560230,114578415,0,0,0,0,0,2,NO,YES,YES,YES
Cnot10,9,"CCR4-NOT transcription complex, subunit 10",MGI:1926143,114414946,114469252,0,0,0,0,0,0,NO,YES,YES,NO
Col12a1,9,"collagen, type XII, alpha 1",MGI:88448,79506273,79626113,0,0,0,0,0,10,NO,YES,YES,YES
Copb2,9,"coatomer protein complex, subunit beta 2 (beta prime)",MGI:1354962,98445784,98470428,0,0,0,0,0,1,NO,YES,YES,YES
Cspg5,9,chondroitin sulfate proteoglycan 5,MGI:1352747,110072851,110091644,0,0,0,0,0,0,YES,YES,YES,NO
Ctnnb1,9,"catenin (cadherin associated protein), beta 1",MGI:88276,120762466,120789573,0,0,0,0,0,0,YES,YES,YES,NO
Cx3cr1,9,chemokine (C-X3-C motif) receptor 1,MGI:1333815,119877749,119897362,0,0,0,0,0,0,NO,YES,YES,NO
Cyb5r4,9,cytochrome b5 reductase 4,MGI:2386848,86904067,86959827,0,0,0,0,0,1,NO,YES,YES,YES
Dag1,9,dystroglycan 1,MGI:101864,108082060,108141176,0,0,0,0,0,0,NO,YES,YES,NO
Dalrd3,9,DALR anticodon binding domain containing 3,MGI:1915039,108447085,108449973,0,0,0,0,0,0,NO,YES,YES,NO
Dhx30,9,DEAH (Asp-Glu-Ala-His) box polypeptide 30,MGI:1920081,109913387,109946728,0,0,0,0,0,0,NO,YES,YES,NO
Dlec1,9,deleted in lung and esophageal cancer 1,MGI:2443671,118931546,118977314,0,0,0,0,0,0,NO,YES,YES,NO
Dnaaf4,9,dynein axonemal assembly factor 4,MGI:1914935,72866067,72880346,0,0,0,0,0,0,NO,YES,NO,NO
Dock3,9,dedicator of cyto-kinesis 3,MGI:2429763,106770024,107109108,0,0,0,0,0,11,YES,YES,YES,YES
Dusp7,9,dual specificity phosphatase 7,MGI:2387100,106245831,106252923,0,0,0,0,0,0,NO,YES,YES,NO
Dync1li1,9,dynein cytoplasmic 1 light intermediate chain 1,MGI:2135610,114517899,114552856,0,0,0,0,0,0,NO,YES,YES,NO
Dzip1l,9,DAZ interacting protein 1-like,MGI:1919757,99511549,99551309,0,0,0,0,0,0,NO,YES,YES,NO
Eef1a1,9,eukaryotic translation elongation factor 1 alpha 1,MGI:1096881,78385735,78389006,0,1,0,0,0,4,YES,YES,YES,YES
Elovl4,9,"elongation of very long chain fatty acids (FEN1/Elo2, SUR4/Elo3, yeast)-like 4",MGI:1933331,83660745,83688330,0,0,0,0,0,9,NO,YES,YES,YES
Elp6,9,elongator acetyltransferase complex subunit 6,MGI:1919349,110134241,110151170,0,0,0,0,0,0,NO,YES,YES,NO
Entpd3,9,ectonucleoside triphosphate diphosphohydrolase 3,MGI:1321386,120368884,120397393,0,0,0,0,0,0,YES,YES,YES,NO
Eomes,9,eomesodermin,MGI:1201683,118307280,118315200,0,0,0,0,0,0,YES,YES,YES,NO
Epm2aip1,9,EPM2A (laforin) interacting protein 1,MGI:1925031,111100997,111108161,0,0,0,0,0,0,NO,YES,YES,NO
Fam81a,9,"family with sequence similarity 81, member A",MGI:1924136,69996586,70049840,0,0,0,0,0,1,NO,YES,YES,YES
Fbxo9,9,f-box protein 9,MGI:1918788,77988781,78016347,0,0,0,0,0,5,NO,YES,YES,YES
Foxb1,9,forkhead box B1,MGI:1927549,69664992,69668222,0,0,0,0,0,1,NO,NO,NO,NO
Gfral,9,GDNF family receptor alpha like,MGI:3607786,76071384,76120939,0,0,0,0,0,0,NO,NO,NO,NO
Glb1,9,"galactosidase, beta 1",MGI:88151,114230146,114303447,1,2,0,0,0,10,NO,YES,YES,YES
Gnai2,9,"guanine nucleotide binding protein (G protein), alpha inhibiting 2",MGI:95772,107491324,107512566,0,0,0,0,0,3,YES,YES,YES,YES
Gpd1l,9,glycerol-3-phosphate dehydrogenase 1-like,MGI:1289257,114728409,114763055,0,0,0,0,0,0,NO,YES,YES,NO
Grm2,9,"glutamate receptor, metabotropic 2",MGI:1351339,106521733,106533308,0,0,0,0,0,5,NO,YES,YES,YES
Gsta4,9,"glutathione S-transferase, alpha 4",MGI:1309515,78099248,78116631,0,0,0,0,0,2,NO,YES,YES,YES
Hcrtr2,9,hypocretin (orexin) receptor 2,MGI:2680765,76133162,76230905,0,0,0,0,0,3,NO,YES,YES,YES
Hmgn3,9,high mobility group nucleosomal binding domain 3,MGI:2138069,82992001,83028738,0,0,0,0,0,0,NO,YES,YES,NO
Htr1b,9,5-hydroxytryptamine (serotonin) receptor 1B,MGI:96274,81510344,81515881,0,0,0,0,0,0,YES,YES,YES,NO
Klhl18,9,kelch-like 18,MGI:2143315,110254994,110305762,0,0,0,0,0,0,NO,YES,YES,NO
Klhl31,9,kelch-like 31,MGI:3045305,77544014,77567407,0,0,0,0,0,13,NO,NO,NO,NO
Ky,9,kyphoscoliosis peptidase,MGI:96709,102382954,102423438,0,0,0,0,0,0,NO,YES,YES,NO
Lamb2,9,"laminin, beta 2",MGI:99916,108357046,108367729,0,0,0,0,0,0,NO,YES,YES,NO
Manf,9,mesencephalic astrocyte-derived neurotrophic factor,MGI:1922090,106765952,106769137,0,0,0,0,0,3,YES,YES,YES,YES
Mapk6,9,mitogen-activated protein kinase 6,MGI:1354946,75294064,75317303,0,0,0,0,0,0,YES,YES,YES,NO
Me1,9,"malic enzyme 1, NADP(+)-dependent, cytosolic",MGI:97043,86463416,86577967,0,0,0,0,0,3,NO,YES,YES,YES
Mobp,9,myelin-associated oligodendrocytic basic protein,MGI:108511,119978773,120010550,0,0,0,0,0,0,YES,YES,YES,NO
Mon1a,9,"MON1 homolog A, secretory traffciking associated",MGI:1920075,107765350,107780338,1,0,0,0,0,1,NO,YES,YES,YES
Mrap2,9,melanocortin 2 receptor accessory protein 2,MGI:3609239,87026359,87066098,0,0,0,0,0,0,NO,YES,YES,NO
Mrpl3,9,mitochondrial ribosomal protein L3,MGI:2137204,104930394,104954665,0,0,0,0,0,4,NO,YES,YES,YES
Mrps22,9,mitochondrial ribosomal protein S22,MGI:1928137,98470783,98483713,0,0,0,0,0,0,YES,YES,YES,NO
Mthfs,9,"5, 10-methenyltetrahydrofolate synthetase",MGI:1340032,89093243,89122278,0,0,0,0,0,0,NO,YES,YES,NO
Mthfsl,9,"5, 10-methenyltetrahydrofolate synthetase-like",MGI:3780550,88570655,88602349,0,0,0,0,0,0,NO,YES,YES,NO
Mto1,9,mitochondrial tRNA translation optimization 1,MGI:1915541,78355372,78381447,1,0,0,0,0,3,NO,YES,YES,YES
Myd88,9,myeloid differentiation primary response gene 88,MGI:108005,119165000,119169084,0,0,0,0,0,0,NO,YES,YES,NO
Myo5a,9,myosin VA,MGI:105976,74978297,75130970,1,0,0,0,0,19,YES,YES,YES,YES
Myo6,9,myosin VI,MGI:104785,80072313,80219011,0,0,0,0,0,13,NO,YES,YES,YES
Nedd4,9,"neural precursor cell expressed, developmentally down-regulated 4",MGI:97297,72569628,72657134,0,0,0,0,0,0,NO,YES,YES,NO
Nphp3,9,nephronophthisis 3 (adolescent),MGI:1921275,103879743,103921010,0,0,0,0,0,0,NO,YES,YES,NO
Nt5e,9,"5' nucleotidase, ecto",MGI:99782,88209662,88254142,0,0,0,0,0,1,NO,YES,YES,YES
Pdcd6ip,9,programmed cell death 6 interacting protein,MGI:1333753,113480812,113537327,0,0,0,0,0,0,NO,YES,YES,NO
Phip,9,pleckstrin homology domain interacting protein,MGI:1932404,82748212,82857569,0,0,0,0,0,0,YES,YES,YES,NO
Pik3r4,9,phosphoinositide-3-kinase regulatory subunit 4,MGI:1922919,105520177,105564856,0,0,0,0,0,1,NO,YES,YES,YES
Pls1,9,plastin 1 (I-isoform),MGI:104809,95634695,95727359,0,0,0,0,0,4,NO,YES,YES,YES
Plscr1,9,phospholipid scramblase 1,MGI:893575,92132243,92154614,0,0,0,0,0,0,NO,YES,YES,NO
Plscr5,9,"phospholipid scramblase family, member 5",MGI:3779462,92074989,92091825,0,0,0,0,0,0,NO,YES,YES,NO
Poc1a,9,POC1 centriolar protein A,MGI:1917485,106158260,106227720,0,0,0,0,0,1,NO,YES,YES,YES
Ppp2r3a,9,"protein phosphatase 2, regulatory subunit B'', alpha",MGI:2442104,100982283,101128994,1,0,0,0,0,10,NO,YES,YES,YES
Prss35,9,"protease, serine 35",MGI:2444800,86625702,86640496,0,0,0,0,0,1,NO,YES,YES,YES
Prtg,9,protogenin,MGI:2444710,72714556,72824589,0,0,0,0,0,0,NO,YES,YES,NO
Pth1r,9,parathyroid hormone 1 receptor,MGI:97801,110551153,110576213,0,0,0,0,0,0,NO,YES,YES,NO
Rab27a,9,"RAB27A, member RAS oncogene family",MGI:1861441,72952136,73004911,0,0,0,0,0,2,NO,YES,YES,YES
Rab6b,9,"RAB6B, member RAS oncogene family",MGI:107283,102988986,103062475,0,0,0,0,0,2,NO,YES,YES,YES
Rasgrf1,9,RAS protein-specific guanine nucleotide-releasing factor 1,MGI:99694,89791961,89909030,0,0,0,0,0,0,YES,YES,YES,NO
Rbm6,9,RNA binding motif protein 6,MGI:1338037,107650758,107750436,0,0,0,0,0,0,NO,YES,YES,NO
Rbp1,9,"retinol binding protein 1, cellular",MGI:97876,98305014,98328604,0,0,0,0,0,2,YES,YES,YES,YES
Rfx7,9,"regulatory factor X, 7",MGI:2442675,72439522,72530219,0,0,0,0,0,3,YES,YES,YES,YES
Rnf7,9,ring finger protein 7,MGI:1337096,96352990,96360728,0,0,0,0,0,0,NO,YES,YES,NO
Ryk,9,receptor-like tyrosine kinase,MGI:101766,102712119,102785506,0,0,0,0,0,0,YES,YES,YES,NO
Scg3,9,secretogranin III,MGI:103032,75550471,75591338,0,0,0,0,0,6,NO,YES,YES,YES
Scn10a,9,"sodium channel, voltage-gated, type X, alpha",MGI:108029,119437522,119548388,0,0,0,0,0,0,NO,NO,NO,NO
Scn11a,9,"sodium channel, voltage-gated, type XI, alpha",MGI:1345149,119582829,119654522,0,0,0,0,0,0,NO,YES,NO,NO
Scn5a,9,"sodium channel, voltage-gated, type V, alpha",MGI:98251,119312474,119408082,0,0,0,0,0,3,NO,YES,YES,YES
Sema3f,9,"sema domain, immunoglobulin domain (Ig), short basic domain, secreted, (semaphorin) 3F",MGI:1096347,107558699,107587674,0,0,0,0,0,0,NO,YES,YES,NO
